market_place,product_title,star_rating,helpful_votes,total_votes,verified_purchase,review_headline,Review,review_date,review_day,review_month,review_year,product_category
US,Fight Club: A Novel,0,3,3,"1 	(Y)",Hard to find the silver lining in this one...,"Based on the fact that there's a movie and lots of hype, I expected a bit more from this book at the very least. As a satire, it offers few insights or thought-provoking ideas. The plot was pretty flat and forgettable. I normally love satires of this sort and was sorely disappointed. It seemed to focus too much on technical, non-vital information. Didn't care for the exploration of soap-making or the guy putting disgusting stuff into food. These parts weren't entertaining at all. Just felt like filler.",31-08-2015,Monday,August,2015,hardcover_book
US,The New Reaction,0,9,12,"0 	(N)",Completely Terrible,"Fortunately, I read this for free via Amazon's Kindle program. Absolute garbage, soft-right, MPD, feminist trash. Only good for losers from the right who can't otherwise get female attention accept by dealing with the worst of bottom feeders. By far, the biggest piece of garbage Arktos - generally a good press - has published. Anyone who pays $14 for 66 pages of this nonsense and is happy about it should take a long hard look at the lives.",31-08-2015,Monday,August,2015,hardcover_book
US,Windows 10 Fast Start: A Quick Start Guide for Windows 10,0,0,0,"1 	(Y)",Does not go into Window 10 very deep.,"Book may be OK if you are not familiar with Windows 7. Windows 10 seems to be a hopped up version of Windows 7. Therefore, this book does not go into the depth I wanted for Window 10. If you are very familiar with Windows 7 this book is of little help for Window 10 differences between it and Windows 7.",31-08-2015,Monday,August,2015,hardcover_book
US,The Baby Grand: A True Mother's Day Love Story,0,5,5,"1 	(Y)","This is an essay, not a short story, barely 17 heavily spaced pages.","Unfortunately, I didn't realize what I was buying when I ordered this item. I'm a huge fan of Richard Paul Evens, so I didn't give the order much thought. However, I'd like for other customers to be aware that this essay is barely 17 heavily spaced pages in length. The publishers really tried to stretch it out with what appears to be triple spacing. It's a rip-off. I don't care how much I respect Mr. Evens, I believe this little bit of a story should not have been published alone, but should have been included in a collection of short pieces.",31-08-2015,Monday,August,2015,hardcover_book
US,Exploring Psychology in Modules (Loose Leaf),0,0,0,"1 	(Y)",no.,zero stars if I could. I received the wrong book.,31-08-2015,Monday,August,2015,hardcover_book
US,Serve To Win: The 14-Day Gluten-free Plan for Physical and Mental Excellence,0,1,7,"1 	(Y)",Not worth the paper it was printed on,"A lot easier to just Google ELISA test or find some gluten-free recipes than to listed to a globe-trotting gazillionaire talk about his tough life of personal chefs, trainers, nutritionists, and whomever else he pays to make sure he has to never lift a finger. Seriously, he literally tries to relate his lifestyle to the readers as though he's not living in a fantasy world. Just find a doctor, take the ELISA test, and see what the results are for your body. Then go from there.",31-08-2015,Monday,August,2015,hardcover_book
US,"to Mormons, with LOVE",0,0,0,"1 	(Y)",... general things that happen in Utah but i was disappointed in the lack of specifics and the post modern ...,The book covers some of the general things that happen in Utah but i was disappointed in the lack of specifics and the post modern view this woman has.,31-08-2015,Monday,August,2015,hardcover_book
US,Making the Case: How to Be Your Own Best Advocate,0,3,5,"0 	(N)",Simplistic reading geared for a teenager,"I've admired Kimberly Guilfoyle for many years, pre-FOX NEWS. This book was not the advice I was expecting from her. Really? How and when to use a Debit or Credit card? Making friends at work? I'm assuming her target reader is a high school student. I have the utmost respect for Kimberly but this book is disappointing.",31-08-2015,Monday,August,2015,hardcover_book
US,The Haunting of Hill House (Penguin Classics),0,2,12,"0 	(N)","What an underdeveloped, unoriginal waste of time","First off, I have no idea who is writing the 5 star reviews on this dreck. They are either part of the publisher's marketing department, fanboys of the author, haven't actually read it, or are sleeping with the writer.<br /><br />The main character starts off as an annoying, immature, self centered little bore and rides that wave all the way through the book. Most of her background story seemed irrelevant, only occupying the pages for the author to pack additional thickness into the book's spine. There was so little development of the actual house itself or analysis of any of the events by the doctor leading the research study that it was laughable. The whole story seemed so rehashed of other haunted house works that it screamed &#34;been there, done that.&#34;<br /><br />***SPOILER ALERT (not that it matters; hopefully you won't waste your time anyway)***<br />The only enjoyable part was the main character committing suicide on the second to last page of the book. If it had happened in the first chapter, maybe it would have developed into something marginally palatable.<br /><br />Bottom line:<br />If you were unfortunate enough to have bought this, cut off the spine and use it to line your rabbit's cage.",31-08-2015,Monday,August,2015,hardcover_book
US,"The President and the Apprentice: Eisenhower and Nixon, 1952-1961",0,0,14,"1 	(Y)",Three Stars,Was a gift who said it was<br />ok,31-08-2015,Monday,August,2015,hardcover_book
US,Beginning Android Development: Create Your Own Android Apps Today,0,0,0,"1 	(Y)",Three Stars,Some really strange editorial issues in the first few pages make you wonder if the publisher read it.,31-08-2015,Monday,August,2015,hardcover_book
US,Death Comes to London (A Kurland St. Mary Mystery),0,0,0,"0 	(N)",I was looking forward to the second book in the ...,"I was looking forward to the second book in the series. I am almost half way through; and I am finding that most of the book is a repeat of Death Comes to the Village. If you haven't read Death Comes to the Village, this wouldn't be an issue; however, I just finished reading it, so am wanting to skip ahead to find something new.",31-08-2015,Monday,August,2015,hardcover_book
US,King (Prophecy),0,0,0,"0 	(N)","King (The Dragon King Chronicles, #3) by Ellen Oh","(Source: I received a digital copy of this book for free on a read-to-review basis. Thanks to HarperCollins and Edelweiss.)<br /><br />This was an okay end to the series, but I did lose interest in places.<br /><br />Kira continued to be strong in this story, although she did break down at one point. I understood her devastation over what happened though, and she proved that at heart she was both a fighter, and a human.<br /><br />The storyline in this was okay, and it wrapped things up nicely. I did lose focus at points though, and the romance didn’t really interest me. There was a bit of an unexpected twist in there that Kira didn’t take well.<br /><br />The ending was good, and Kira finally got what she wanted!<br />6 out of 10",31-08-2015,Monday,August,2015,hardcover_book
US,Big Maria,1,0,0,"0 	(N)",Quirky,Elmore Leonard meets the cast of Sierra Madre. Just a quirky read that will make you want to keep trying no matter what happens.,09-09-2013,Monday,September ,2013,Digital_Ebook_Purchase
US,The Woman Who Wasn't There: The True Story of an Incredible Deception,1,1,2,"1 	(Y)",The Woman Who Wasn't There,This book was very interesting. It is a true story about a woman who perpetrated a lie about her survival of the attack on 9/11. It was so amazing to me that she could/would do such a thing. It had such a devastating effect on so many.,09-09-2013,Monday,September ,2013,Digital_Ebook_Purchase
US,Mary had A Sleepy Sheep,1,0,0,"0 	(N)",This Sleepy Sheep rocks!,I had the opportunity to review Mary had a Sleepy Sheep by Julia Dweck with my kindergarten class and they thought it was hysterical! We have read this story multiple times and it's just as funny every time. It's about a little girl and her sheep who is so sleepy no matter what she tries to do to wake him up. And she tries some pretty crazy things! You'll have to purchase it and see for yourself how she finally keeps her poor sheep awake :),09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Starstruck,1,1,1,"1 	(Y)",Steamy and suspenseful!!!!!,What a great read! I really couldn't put this book down! A suspenseful twist in this steamy love story will keep you reading!! Where can I find a Jesse?!?! Just loved his relationship with Sam. You've gotta read this story! It won't disappoint!,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Complete Conan Saga,1,1,2,"0 	(N)",Barbarians,Barbarians need love too ! Short stories work well with ebooks. The texts can be printed and read later. They can be read on a laptop. Bravo !,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Middle Passage (A Cat Royal Adventure),0,1,2,"1 	(Y)",Menu....,"It was okay obviously, but if you hadn't read the other beginning ' books,' well it would be confusing. Plus, there's the fact that it did not tell me that it was a script for a play, though the plot is sort of good once you get kind of the idea of what happened.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Hide in Plain Sight (The Three Sisters Inn Book 1),1,0,0,"1 	(Y)",Awesome book,Very interesting and kept me reading. Read it in one day. Didn't get much of anything else done. Very good ..,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Face of Betrayal (A Triple Threat Novel),1,0,0,"1 	(Y)",Face of betrayal,Really enjoyed this book and the author! Ready to read the next one! Thanks for keeping me intrigued and unable to put my book down.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Final Justice (A Romantic Suspense),1,0,0,"1 	(Y)",Very good,I really liked this book. I felt like I got to know the characters. It was a really good read.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Falling For My Husband (British Billionaires),1,0,0,"1 	(Y)",Ouch! My neck is sore!!!,"Reading Callum and Stella's story was a bit like watching a tennis match. They bounced like a tennis ball back and forth from his side of the court to her side of the court. They were together then not together, together and then not, over and over again. Like a tennis match, it was entertaining at times, but was nerve racking and tiring to watch. Yet, I couldn't stop reading. Although it was painful to witness, I did like the dilemma Callum found himself in when the woman who had shattered his heart suddenly came back to him and wanted him back. He was caught between that proverbial rock and a hard place and was forced to make an impossibly tough choice. But, just like in a tennis match, in order for Callum to win in Love, he had to put himself out there, face his opponent head on with everything he had, and fight to win. I get why Stella's brother did what he did. He gave his \\brother\\"" and sister the ultimate gift.....LOVE and family!""",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Forgetting Tabitha,1,0,0,"1 	(Y)",It was a wonderful book,I really enjoyed this book. It broke my heart to imagine what some of the children had to do to survive.<br />The book kept my interest throughout the entire book.<br />I recommended my sister and her daughter both to read this book.<br />I loved it.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Blacksmith's Son (Mageborn Book 1),1,0,0,"0 	(N)",Worth reading,"Although not completely original, it has a decent plot and entertaining points. Some humor it's well, but at times is a bit cheesy. Still worth reading though.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Vampire Vacation: Adult Urban Fantasy (The V V Inn Book 1),1,1,2,"1 	(Y)",Very Good Romp,Enjoyed the characters and the story line. Kept me entertained and ready for more. A nice fantasy of the undead.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,By the Tail (Cougar Falls Book 7),1,0,0,"0 	(N)",Love this Series,"I love the Cougar Falls Series, each time a new one comes out I have new favorite. This was Quince and Joy's Story. Quince took over the Pride after it had been corrupted by Lex. Quince was strong, loyal, charming, determined. He was determined to mate with Joy, he knew they were mates. Joy just kept avoiding him. The chemistry between them was through the roof. I laughed out loud numerous times at his tactics in getting Joy's attention. Joy was strong-willed, funny, determined, and didn't take anything off anybody. Joy and Quince had to work out their issues while dealing with some of Lex' s followers that wanted to cause trouble. By the Tail was funny, heartwarming, hot and steamy with added action. This was a great book, just like the rest of the Courgar Falls Series. I highly recommend. I received an ARC copy of this book in exchange for a honest review. All opinions and thoughts are my own.My review can be found at [...]",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Kingdom (A Fargo Adventure Book 3),1,0,0,"1 	(Y)",Love this author,I really enjoy Clive Cusslers work. The Fargos are a new team. I am going to read a lot more of his books.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"6 Erotic Bedtime Stories (Adult, Sexual content)",0,0,0,"1 	(Y)",Didn't finish...,"I have to admit I didn't finish. The first story was just so-so and I stopped when continuity was lost in the second story when both her husband's and her co-worker's name changed and then back again. Its a super short story and the writer isn't skilled enough to make sure the names are constant? Is it Todd or Perry? Ron or Robert? At this point, I just didn't care enough to continue. I didn't know what to rate it, so gave it middle of the road.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Purpose Driven Life: What on Earth Am I Here For?,1,0,0,"1 	(Y)",Can't unread it now!,Thanx paster Rick<br /><br />You served us all with the word and hart of God! Amazing read!<br /><br />Kind regard and love in Christ,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"Insurgent (Divergent Trilogy, Book 2)",1,0,0,"1 	(Y)",Great second installment,As with divergent the second book in the series is great. The characters are well written and you never know what tris will do next. I can't wait for the next book!,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Forever His: A Time-Travel Romance (Stolen Brides Series Book 1),0,36,47,"1 	(Y)",Completely absurd,"From the time that Celine travels back until the end she becomes a loathsome character. She is weak and written to be quite pathetic. How she can so quickly fall in love with a cruel man (and he is cruel and rude until about 3/4 of the way through) is beyond me. I was rooting for the villain to do away with them both. I read some of the dialogue between the two love interests to my husband and we laughed at its absurdity.<br /><br />The writing style was very good but the plot and characters were not endearing in any way. I would have rather had the female character just play along, quietly until she could return to her time instead of simpering and desperate. This, to me, was not a romance but a twisted Stockholm syndrome fiction.<br /><br />Spend your money elsewhere.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Summerset Abbey: A Bloom in Winter,1,0,0,"1 	(Y)","#2, just as good as #1!!","I love the interaction of the 3 &#34;sisters&#34;. How they change, how their world changes and how they deal with everyday life. Absolutely EXCELLENT!! Looking forward to #3!!",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Searching for Dave Chappelle (Kindle Single),0,0,1,"0 	(N)",I love Dave,Dave is honest. He makes us laugh at what divides us. I want him to come back and succeed. He is brilliant! Comedy Central huh?,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Night Film: A Novel,1,2,2,"1 	(Y)",Great Read,"This book is a great read! The characters linger long after their story ends, and an adroit reader recognizes that it is a reflection on storytelling, our relationship with reality, and the need to be fully awake while we live our daily lives.<br /><br />It is clear that Pessl had fun writing this book.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Five Lessons from the Carmelite Saints That Will Change Your Life,1,8,8,"1 	(Y)",Short but very much to the point.,This is a short book but could be a constant reminder of things to do to enhance one's spirituality. I keep on reading and re-reading it to be able to absorb its contents. Should be practiced again and again.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"Somebody, Help! I’m Stuck!: 101 Ways to Find Success and Achieve Anything You Want in Life!",1,0,1,"1 	(Y)",This Book is Amazing!,I have read self help books written by many of the top authors. This book is absolutely amazing! Rodney explains how to change how you think and live a better life. I gave it a quick read through and immediately knew what has been holding me back for some time. This author has heart and soul. I am so happy that I found this book.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Day My Parents Got Lost,1,1,1,"0 	(N)",Great story,My son loves the story and understood why I always keeps him close by my side...would recommend to anyone with a child,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,January First: A Child's descent into madness and her father's struggle to save her,1,1,3,"1 	(Y)",January First,I chose this rating because I thought this was a brilliant description of a very sad and serious issue and<br />especially the parents struggle to see their young child go through this. I thought it seemed harder for them<br />most of the time because the child was mainly in her own world and didnt realise what was going on really.<br />The parents watched their child go through so much before finally being diagnosed.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,A Lady in Defiance: A Christian Historical Western Romance Set in Colorado (Romance in the Rockies Book 1),0,16,26,"1 	(Y)",No thanks,This work should not be put in the category that it is put into. It is NOT CLEAN! And I wish there were better filters or standards. No thanks,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Emotional Sobriety I,1,5,5,"1 	(Y)",Lots of experience,Puts peoples experiences in words that we can understand.<br />Excellent reading for those who are new or old in recovery.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Knights: The Hand of Tharnin (The Knights Series Book 2),1,0,0,"1 	(Y)",A Bit Long,"This work wasn't as good as the first. Loss of not just one good character but two was excessive in my opinion. The story drug on and on, some editing would have helped here.<br /><br />With that in mind I still recommend this book. The story line is strong, the characters relatable and the writing good.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Undeniable Rogue (The Rogues Club Book 1),1,0,0,"1 	(Y)",What a great fun read!!,"Oh my goodness,I must marry that man:) oops...guess I'm married so I guess not! What a fun read, I laughed so hard and even had some tears! And since it's 4:15 a.m. and just finishing this book then you know it's a good one!!!",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,President Barack Obama: The Kindle Singles Interview (Kindle Single),1,0,2,"1 	(Y)",Important Read,This important for our nation to hear from the President. I recommend that middle school through adult read. It is always important to hear directly from the leader of this great nation.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"The Complete E-Book Bestseller Formula for Authors [2015 Edition]: A Time-Tested, Guaranteed Recipe for Kindle Best Seller Success: Increase Book Sales ... and Kindle KDP (Be a Kindle Bestseller)",1,5,6,"1 	(Y)",Liked the Advice from an Author that has Been There,"I have been staying away from the Kindle book selling advice books lately. I don't like the way that most of them are written by internet marketing \\gurus\\"", not real authors. I'm glad I made an exception for this book. Maybe it was the cover art..lol.Pimp My Kindle Book was written by an author that has built his book publishing business from scratch. The tone is fun and supportive. It was an easy read and I found myself identifying with the author throughout the book.There is a lot of instantly actionable tasks that can make immediate improvement in book sales and book sales page traffic. Can't wait to start implementing my own action plan.""",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"A Fistful of Charms (The Hollows, Book 4)",1,0,0,"1 	(Y)",Another all-nighter,"Just when I thought the author couldn't possibly come up with anymore plot twists or great characters, she does it again. I have lost more hours of sleep over this series than any other except Elizabeth Hunter's.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Burnt Sienna,0,0,0,"1 	(Y)",So so,"This book is only so so. It wasn't a bad read, but I expected it differently. It was recommended to me as an action packed story of an ex military CIA man versus a ruthless weapons dealer. Instead, it was mostly a sappy love story with a thin layer of action as a flavorless topping.<br /><br />I may give Morrell another chance. It was written well enoughto make it tolerable, but I really hope the next book I read of his is exceptionally better.<br /><br />I recommend this book to those who want to read about flawlessly beautiful women with tepid intelligence, and hard headed ex military men who try too hard to be touchy feely on the inside. The romance was almost as bland as the mildly entertaining action.<br /><br />Read this if you have only two choices between this or Ender´s Game. That book was infinitely worse.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Worse Than Being Alone,1,0,0,"1 	(Y)",Slow start,"I wasn't too thrilled when i started, but I finished the books pretty quickly because it kept me intrigued. Sad about the way it ended though.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Husband's Secret,1,0,0,"1 	(Y)",Loved it,So many real life stories and tragedies. It was interesting to read what the characters were thinking and feeling about their life choices. Very perceptive author.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Becoming a Great Godparent: Everything a Catholic Needs to Know,0,0,0,"0 	(N)",Doesn't really say how to be 'great' - just the basics,i was hoping for a bit more than what this book had to offer. there weren't enough practical ideas in here or anything really original. I had read alot of this on the internet and a whole chapter was just already well known Catholic prayers. The gift ideas were ok but predictable. The book was not really worth the price tag. disappointing and a missed opportunity since there's not many books on being a godparent and this could have filled the gap.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Storyteller,1,0,0,"1 	(Y)",Wow what a story,"This is a very emotional story, in fact I had to put it down several times because I would find myself actually angry from reading it. I loved t.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Firefly Beach,0,0,0,"1 	(Y)",Walking a Mile in Someone Else's Shoes,"My father used to tell me that it was necessary &#34;to walk a mile in someone else's shoes in order to understand them.&#34; The story line of this book does a good job of delving into the circumstances that shape the lives and actions of the people depicted in the story. It is very interesting.The supernatural intuition of the main character is well thought out, especially as it relates to her own life as she remembers the problems of growing up. The book is not quite what I expected, but thought provoking nonetheless. There were turns in the story where I knew where it was going, but also some unexpected detours that were charming.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Highway: A Novel (Cody Hoyt Book 2),0,3,5,"1 	(Y)","Well written book, but not my kind of story.",The Cody Hoyt character was killed off in the opening scenes of the book. ( I haven't finished the book yet. This is not the typical CJB venue and so I have been slow in finishing the book.)<br />This is a little too gruesome for my tastes. I guess I am too old for this sort of story.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,His Primary Desire (New Adult Billionaire BBW Romance),0,3,3,"1 	(Y)",Good start,"For being an introduction to the series it's pretty good. It's entertaining and to the point.<br /><br />There is a part two, but there is no detail as to when it will be released other than a 'coming soon'. The problem with 'coming soon' is that I will forget about the series or won't bother looking for the next part if there is no firm release date. Also coming soon seems non committal.<br /><br />Hopefully 'soon' actually means soon - not a few months from now, which is not 'soon'.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Billionaire’s Apprentice: The Rise of the Indian-American Elite and the Fall of the Galleon Hedge Fund,1,0,0,"1 	(Y)",Gupta and Galleon - not made for each other!,"Highly readable, an insight into the working of the criminal justice system of a highly evolved country, the United States of America - will there be a sequel to the fortunes of the Indian diaspora from Anita Raghavan?",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,To the Limit: An Air Cav Huey Pilot in Vietnam,1,0,0,"1 	(Y)",A great read.,"Very intense read, like you were there in the aircraft. To all who served in Vietnam, thank you! God bless.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",1,0,0,"1 	(Y)",Dating,Will absolutely never be the same for me. All mothers should buy this book for their daughters. And girls should absolutely keep the cookie jar shut tight for as long as possible.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,"Healing with Form, Energy, and Light: The Five Elements in Tibetan Shamanism, Tantra, and Dzogchen",0,0,2,"1 	(Y)","Wonderful content; not indexed"" so you can't search it, and you can't go to a given page""","I have paperback of this and went into the kindle ed. to search it. I get &#34;Title not yet indexed.&#34; &#34;GoTo&#34; only lets you go to a location, not page number. It would be nice for the kindle edition to have one or both of these.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Kidnapped by the Greek Billionaire (Entangled Indulgence),1,0,0,"1 	(Y)",Worthwhile read,"Short read, lovely, romantic with lots of secrets and drama and a satisfying ending. Highly recommended for those who love romance.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Blood Politics (Blood Destiny Book 4),1,0,0,"1 	(Y)",LOVED THIS BOOK,I bought they first book in this series on Thursday and and the second one on Friday the third on Saturday and this one on Sunday I t is now 1:46 am Monday morning and I tell you this I love this series and the main character. I will definitely be watching for the next book in the series I pray and hope it's soon . I will also pray Mack and Corigan work it out I cried for her at the end of this book.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Night Vision (An Indigo Court Novel Book 4),1,0,0,"1 	(Y)",Another great book,This is a great series and I recommend it for everyone if you like fantasy. Great character development as always,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Seeds of the Whirlwind (The Livingstone Library Book 4),1,1,1,"0 	(N)",creative and intelligent,I love how the author combined learning with adventure and fun. The glossary makes this book series a great addition to any homeschool curriculum. I will definitely use these books for my youngsters academics as they get a little older!,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Paul's Letter to the Romans: Bible Trivia Quiz & Study Guide (BibleEye Bible Trivia Quizzes & Study Guides Book 6),1,3,3,"1 	(Y)",Great study tool.,"This is a great way to learn the Bible. You read a chapter and then answer the questions, great study tool.",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Free iPad Apps - Top Rated,0,2,4,"0 	(N)",Free ipad apps,We didn't purchase this item however we did review it.<br />From what we gathered from this your better off going to the App Store<br />And looking under the free apps they have to offer.,09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,Very Bad Things ( Briarwood Academy Book 1),1,1,1,"0 	(N)",Very Bad Things (Briarcrest Academy #1) by Ilsa Madden-Mills,"Very Bad Things (Briarcrest Academy #1) by Ilsa Madden-Mills<br />Publication Date: September 10, 2013<br />Reviewed by: Reading In Pajamas/ Cori<br />Rated: 5 Stars<br /><br />REVIEW:<br />I loved this book! It drew me in from the first chapter and I couldn't put it down until I turned the last page, other than to send teasers to my Facebook page. I loved the characters. Their story was an emotional roller coaster ride for me. Everyone sees Nora as the perfect, innocent, rich girl, but she has scars and things she hides from the world. When Leo meets Nora they have an instant connection. Their story makes the reader believe in soul mates and destiny. A beautiful love story with hot and steamy romance. Loved it and can not wait to find out who will star in the next Briarcrest Academy book.<br /><br />*Review copy provided by the author in exchange for an honest review.<br /><br />[...]<br />[...]<br />[...]<br />[...]<br />Twitter: @readingpajamas",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
US,The Theory of Attraction (The Science of Temptation Book 1),1,0,0,"1 	(Y)",A sit-up-and-take-notice approach to the genre,"*Previously posted on Goodreads*<br /><br />Refreshing approach to a romance, and smart, witty, and humourous to boot.<br /><br />I can totally identify with H's frustration with people in general, and at the same time, I totally live the h's whole being-with-the-nerd thing!<br /><br />Kudos to Ms. Dryden. Enjoyed this one immensely!",09-09-2013,Monday,September,2013,Digital_Ebook_Purchase
